Date,Open,High,Low,Close,Adj Close,Volume,7Fast_EMA,21Slow_EMA,7MACD,7Signal,4Fast_EMA,47Slow_EMA,4MACD,4Signal,ADX,RSI,Stoch,Oversold,Buy_Signal,Sell_Signal,Cash,Stock_Value,Total,Daliy_PNL,Quantity,Dropdown,Excess_Return
2019-04-08,15.27,15.4975,15.09,15.4675,15.070419,51730000,14.955386439732143,,,,15.238375624,,,,,95.0128676229633,93.66201357398998,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-04-09,15.31,15.4575,15.2,15.2975,14.904782,52060800,15.040914829799107,,,,15.2620253744,,,,,63.88107142647308,71.77914110429425,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-04-10,15.365,15.555,15.3075,15.545,15.145928,49622000,15.16693612234933,,,,15.37521522464,,,,,78.94613821246975,74.0516719951611,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-04-11,15.6025,15.6075,15.34,15.4275,15.031446,55885200,15.232077091761997,,,,15.396129134784,,,,,60.86718305000082,68.59154929577481,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-04-12,15.625,15.65,15.4325,15.6175,15.216569,47614000,15.328432818821497,,,,15.484677480870399,,,,,74.84157416793582,64.75806451612905,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-04-15,15.6175,15.68,15.315,15.63,15.228747,41684800,15.403824614116123,,,,15.54280648852224,,,,,75.69798421287433,87.90874944763593,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-04-16,15.7875,15.8875,15.6475,15.7825,15.377333,47143600,15.498493460587092,,,,15.638683893113344,,,,,85.02597266998372,83.98037925465121,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-04-17,16.09,16.139999,15.8025,15.94,15.530788,57211200,15.608870095440318,,,,15.759210335868007,,,,,90.60972370327792,70.52518609064012,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-04-18,16.02,16.0275,15.7175,15.99,15.579506,45951600,15.704152571580238,,,,15.851526201520803,,,,,92.02571305879059,61.944088805595484,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-04-22,15.7875,16.147499,15.75,16.125,15.711041,37878400,15.809364428685178,,,,15.960915720912482,,,,,95.04921696873394,79.63242816328827,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-04-23,16.252501,16.799999,16.182501,16.737499,16.307816,52477200,16.041398071513882,15.164285666666666,0.8771124048472156,,16.27154903254749,,,,,98.61724162699215,94.40763781452839,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-04-24,16.775,16.844999,16.567499,16.575001,16.149487,47537600,16.17479880363541,15.292532515151516,0.8822662884838959,,16.392929819528494,,,,,76.63724062734511,76.64653762588593,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-04-25,16.942499,16.9625,16.5075,16.76,16.329739,59845200,16.32109910272656,15.425938650137741,0.8951604525888186,,16.539757891717098,,,,,83.078022485326,57.36998368379922,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-04-26,16.702499,16.825001,16.275,16.82,16.388199,55258400,16.44582432704492,15.55267150012522,0.8931528269197013,,16.65185473503026,,,,,85.0791759375732,67.38361638361675,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-04-29,16.815001,16.9925,16.735001,16.91,16.475887,41898800,16.56186824528369,15.676065000113836,0.8858032451698552,,16.755112841018157,,,,,88.21494123354422,83.88723471650317,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-04-30,16.5,16.602501,16.1675,16.522499,16.098335,63797600,16.552025933962767,15.753013545558032,0.7990123884047353,,16.662067304610893,,,,,37.422200955092435,65.7659619892303,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-05-01,16.83,16.977501,16.315001,16.3325,15.913216,62958000,16.497144450472074,15.805694132325483,0.6914503181465914,,16.530240382766536,,,,,26.289301471703485,31.700263519988855,True,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-05-02,16.3375,16.5825,15.8125,16.1325,15.718348,70644400,16.405983337854057,15.83540375665953,0.5705795811945276,,16.371144229659922,,,,,17.887156012627326,23.91906640154708,True,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-05-03,16.535,16.9375,16.4475,16.8925,16.458836,54444800,16.527612503390543,15.931503415145027,0.596109088245516,,16.579686537795954,,,,,70.8999087352417,61.73389379064905,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-05-06,15.8275,16.655001,15.74,16.59,16.164103,80857600,16.543209377542908,15.991366741040933,0.5518426365019753,,16.583811922677572,,,,,51.17450313529896,83.49060542797487,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-05-07,16.0525,16.254999,15.16,15.625,15.223875,118764800,16.31365703315718,15.958060673673575,0.3555963594836058,,16.200287153606542,,,,,21.951130064729654,51.04243449029665,True,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-05-08,15.4675,15.8475,15.2975,15.4875,15.089907,80618800,16.107117774867888,15.915282430612342,0.19183534425554605,,15.915172292163925,,,,,19.563387953494722,30.506180618807157,True,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-05-09,14.99,15.3975,14.5675,15.2425,14.851196,110208800,15.890963331150916,15.854120391465765,0.036842939685151066,,15.646103375298354,,,,,15.156876580479473,41.32153905648542,True,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-05-10,15.06,15.5075,14.31,15.285,14.892605,113929200,15.739472498363186,15.802382174059787,-0.06290967569660033,,15.501662025179012,,,,,19.854151344798954,67.07699960855946,True,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-05-13,14.12,14.3575,13.5675,13.705,13.353166,117460400,15.23085437377239,15.611711067327079,-0.3808566935546889,0.5188665003117231,14.782997215107407,,,,,4.8574387756042965,44.25362654154917,True,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-05-14,13.905,14.395,13.7575,14.135,13.772127,70096000,14.956890780329292,15.47746460666098,-0.5205738263316881,0.3889364594812967,14.523798329064444,,,,,27.280632149881974,37.833844644470034,True,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-05-15,13.865,14.8475,13.8475,14.7225,14.344545,88080000,14.89829308524697,15.408831460600892,-0.5105383753539225,0.27650210512689427,14.603278997438666,,,,,50.96491469537702,78.55608525735192,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-05-16,14.75,15.455,14.7025,15.1825,14.792734,87013200,14.969344813935226,15.388255873273538,-0.41891105933831163,0.18957545956874353,14.8349673984632,,,,,64.53203394877963,85.79016080014837,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-05-17,14.7225,15.335,14.6675,14.71,14.332366,91255200,14.904508610451419,15.326596248430489,-0.4220876379790699,0.11311757237526684,14.78498043907792,,,,,45.244343156076184,44.222518452689535,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-05-20,14.095,14.2575,13.8125,13.9725,13.613799,92184400,14.671506457838564,15.203496589482263,-0.531990131643699,0.03247910937289611,14.459988263446752,,,,,26.61789469804134,7.952928297755919,True,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-05-21,14.3175,14.51,14.1825,14.3925,14.023016,57243600,14.601754843378924,15.129769626802057,-0.5280147834231332,-0.03758262722660756,14.43299295806805,,,,,45.71033541108713,46.83157653124285,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-05-22,14.145,14.445,14.14,14.205,13.840329,64456400,14.502566132534193,15.045699660729143,-0.5431335281949501,-0.10077648984765038,14.341795774840831,,,,25.785651992651825,38.92803521424256,50.3608447156834,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-05-23,13.715,13.72,13.2775,13.535,13.187531,103840400,14.260674599400645,14.908363327935584,-0.6476887285349395,-0.16914051968356153,14.019077464904498,,,,25.62809026242311,21.68338319753855,19.81162104288439,True,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-05-24,13.7675,13.9,13.47,13.515,13.168044,68612800,14.074255949550484,14.781693934486894,-0.7074379849364103,-0.23642770284016762,13.8174464789427,,,,25.325512284819585,21.261652305560393,30.104142479984233,True,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-05-28,13.635,13.8525,13.3575,13.37,13.026765,58451600,13.898191962162862,14.653358122260812,-0.75516616009795,-0.3012700099973904,13.63846788736562,,,,25.102200771441197,17.549665115612683,20.22837895360241,True,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-05-29,13.1225,13.25,12.815,13.035,12.700367,88960800,13.682393971622147,14.506234656600737,-0.82384068497859,-0.3665913443700404,13.397080732419372,,,,25.186969444155277,10.934160608310847,11.754483371273084,True,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-05-30,13.1325,13.295,12.96,13.19,12.851386,68214000,13.55929547871661,14.386576960546124,-0.8272814818295142,-0.4241776115524746,13.314248439451623,15.133936148936169,-1.8196877094845458,,25.226565594356668,29.403638023800667,49.66490963855423,True,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-05-31,12.7175,12.8525,12.535,12.555,12.232689,70300400,13.308221609037457,14.22006996413284,-0.9118483550953833,-0.48513645449533815,13.010549063670974,15.026480476063828,-2.0159314123928542,,25.487086195491603,12.92856994655438,40.37828947368416,True,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-06-03,12.455,12.55,11.5325,11.7525,11.450789,120906400,12.919291206778093,13.995745421938945,-1.0764542151608527,-0.5590511745785275,12.507329438202584,14.890064622894501,-2.382735184691917,,26.18213687487073,6.26944010702372,9.649122807017491,True,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-06-04,12.1,12.72,11.9775,12.705,12.378838,81934800,12.86571840508357,13.878404929035405,-1.0126865239518352,-0.6157555932501909,12.58639766292155,14.79902026360723,-2.2126226006856804,,26.687021913331012,51.10607971547248,57.70175438596486,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-06-05,13.0725,13.08,12.5925,12.985,12.651649,76158400,12.895538803812677,13.797186299123096,-0.901647495310419,-0.6514920810077194,12.74583859775293,14.72343608595693,-1.9775974882039993,-2.081714879091799,26.84380908092676,59.62279944620037,95.06003102995581,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-06-06,13.05,13.3875,12.8775,13.285,12.943948,50151200,12.992904102859509,13.750623908293724,-0.7577198054342151,-0.6647705465610314,12.961503158651759,14.663501249042058,-1.7019980903902994,-1.9551426161912993,26.728748995911413,68.4539448622549,89.24506909682117,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-06-07,13.5,14.23,13.455,14.0425,13.682001,75774000,13.255303077144632,13.77715809844884,-0.5218550213042086,-0.6469061059039285,13.393901895191055,14.637626196998639,-1.2437243018075836,-1.718003178063394,25.97075458505406,82.74651447935133,86.62185098641007,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-06-10,14.34,14.955,14.34,14.555,14.181344,91636000,13.580227307858474,13.847870998589855,-0.26764369073138106,-0.59949830400736,13.858341137114634,14.634183438790362,-0.7758423016757288,-1.403949552600839,24.774039989223382,88.18091467970387,79.7350585335798,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-06-11,15.015,15.0925,14.4625,14.61,14.234933,68723600,13.837670480893856,13.917155453263504,-0.07948497236964869,-0.5344966375526461,14.15900468226878,14.63317579550743,-0.4741711132386506,-1.0940234061467762,23.638866544350662,88.75126106108053,54.60686600221483,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-06-12,14.4825,14.575,14.275,14.3625,13.993788,55088000,13.968877860670393,13.95764132114864,0.011236539521751965,-0.46627999041834634,14.240402809361267,14.621897637361288,-0.38149482800002055,-0.8565138800978577,22.586832480507038,66.94516913185373,23.291881292734743,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-06-13,14.5325,14.7075,14.445,14.5975,14.222753,49279600,14.126033395502795,14.01581029195331,0.11022310354948495,-0.3942171036723674,14.38324168561676,14.620881069137901,-0.23763938352114167,-0.6502223812389524,21.524274355982218,75.51375881973334,42.63491895140629,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-06-14,14.3675,14.525,14.2475,14.4075,14.037632,38572400,14.196400046627096,14.051418447230281,0.14498159939681443,-0.32681726578871967,14.392945011370056,14.611990191257156,-0.21904517988710026,-0.5064966474550017,20.616538636441938,57.45211016665234,54.674541342045856,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-06-17,14.4975,14.7925,14.46,14.67,14.293392,37525200,14.314800034970322,14.10765313384571,0.2071469011246112,-0.2600717449245533,14.503767006822034,14.614407266621441,-0.11064025979940695,-0.3745445182364701,19.699758801558115,71.5527442883707,56.15277223773437,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-06-18,15.1875,15.6225,15.0775,15.305,14.912091,70914800,14.56235002622774,14.216502848950645,0.34584717727709524,-0.18433187964934725,14.824260204093221,14.643181963845548,0.1810782402476736,-0.18933693207508887,19.336061762408228,87.08428838046387,75.10555391141358,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-06-19,15.3825,15.59,15.1,15.485,15.087469,68489600,14.793012519670805,14.331820771773314,0.46119174789749096,-0.10364142620599247,15.088556122455932,14.678257715351982,0.4102984071039497,0.010541514317923967,18.989683629884528,89.51772411793709,73.7294071224227,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-06-20,16.122499,16.1325,15.5575,15.91,15.501559,59677600,15.072259389753103,14.475291610703012,0.5969677790500914,-0.01606527554898199,15.41713367347356,14.72958031054565,0.6875533629279094,0.23621213052125242,18.963357373470558,93.71295458363844,76.61050269898031,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-06-21,15.8275,16.135,15.7375,15.8375,15.430921,52323200,15.263569542314828,14.599128737002738,0.6644408053120898,0.06899798455865198,15.585280204084135,14.775743630939582,0.8095365731445536,0.42732027806235284,18.93964662121892,85.00738428755847,63.467605840487224,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-06-24,15.9225,15.9725,15.8025,15.8325,15.42605,34469200,15.40580215673612,14.711253397275216,0.6945487594609041,0.1471918314214335,15.684168122450481,14.819775146317099,0.8643929761333826,0.5730111774193627,18.917064952407834,84.19824388618932,36.1921097770153,False,False,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-06-25,15.795,15.82,14.945,15.0225,14.636843,69811600,15.30997661755209,14.73954854297747,0.57042807457462,0.2000963618155818,15.41950087347029,14.828222015220554,0.5912788582497353,0.5791004043628202,18.235121667759657,25.41458846711385,15.720975072303979,True,True,False,100000.0,0.0,100000.0,0.0,0.0,0.0,0.999806369493456
2019-06-26,15.305,15.595,15.15,15.2125,14.821965,47057600,15.285607463164068,14.782544129979518,0.5030633331845493,0.23796723323670274,15.336700524082174,14.844233597919697,0.4924669261624768,0.550222578296039,17.58565187285663,40.12320817487712,19.057003823427245,False,False,False,0.0,99395.62234563868,99395.62234563868,-604.3776543613203,6533.812479581836,0.006043776543613203,0.9937625929498428
2019-06-27,15.3775,15.4975,15.2625,15.3775,14.982729,37635200,15.308580597373052,14.836631027254107,0.47194957011894445,0.26721502534698294,15.353020314449305,14.86645303133971,0.4865672831095953,0.5290041465672245,16.967109211044225,52.36098221486466,40.8475120385232,False,False,False,0.0,100473.70140476967,100473.70140476967,1078.0790591309924,6533.812479581836,0.0,1.0045433835411528
2019-06-28,15.495,15.5475,15.2775,15.4425,15.04606,49466400,15.34206044802979,14.891710024776462,0.45035042325332775,0.29010695008527604,15.388812188669583,14.890454988367221,0.49835720030236175,0.5187884978122702,16.413640672877747,57.49444343694707,57.14074512123021,False,False,False,0.0,100898.39921594251,100898.39921594251,424.69781117283856,6533.812479581836,0.0,1.008790361652881
2019-07-01,16.325001,16.387501,15.8475,16.057501,15.645274,72410400,15.520920586022342,14.997691022524055,0.5232295634982869,0.3192472767619024,15.656287713201749,14.939081905518586,0.7172058076831629,0.5849276011025678,16.434188599534416,83.19493448600093,66.71409589531447,False,False,False,0.0,104916.7004246978,104916.7004246978,4018.3012087552925,6533.812479581836,0.0,1.048973373740434
2019-07-02,16.040001,16.252501,15.91,16.252501,15.835266,40624400,15.703815689516755,15.11176465684005,0.5920510326767054,0.35334774625125276,15.89477302792105,14.993807701121979,0.9009653267990707,0.6902735096680688,16.45375805349315,86.94824620887454,72.6351716749983,False,False,False,0.0,106190.79385821626,106190.79385821626,1274.0934335184575,6533.812479581836,0.0,1.0617143080756186
2019-07-03,16.355,16.612499,16.315001,16.612499,16.186026,33563600,15.930986517137566,15.248195051672772,0.6827914654647937,0.3945282111529454,16.18186341675263,15.061253171908563,1.1206102448440678,0.8337190880600684,16.687380590571685,91.93583447540368,87.50002314810516,False,False,False,0.0,108542.95328324077,108542.95328324077,2352.1594250245107,6533.812479581836,0.0,1.0852359023258638
2019-07-05,16.272499,16.5975,16.077499,16.504999,16.081282,58422400,16.074489637853176,15.362449956066156,0.7120396817870205,0.43421714498220476,16.311117650051578,15.12140924807904,1.1897084019725384,0.9523821926975584,16.700410075700532,78.49930342140755,89.95327102803758,False,False,False,0.0,107840.56844168573,107840.56844168573,-702.3848415550456,6533.812479581836,0.0064710312397911795,1.0782120539103133
2019-07-08,16.1975,16.200001,15.955,16.157499,15.742704,52893600,16.095241978389883,15.434727141878323,0.6605148365115596,0.4625043564233741,16.249670190030947,15.16457965440908,1.0850905356218679,0.9966183070056616,16.605594079315434,45.941938049404754,55.711948070839235,False,False,False,0.0,105570.06860503105,105570.06860503105,-2270.499836654679,6533.812479581836,0.027389015945162635,1.0555070555437664
2019-07-09,15.9175,16.455,15.8825,16.4,15.978979,44297600,16.17143148379241,15.522479219889384,0.648952263903027,0.48581034485833074,16.309802114018566,15.216055502142035,1.093746611876531,1.0289944086292848,16.679295956765312,62.306382167830584,60.95518359302003,False,False,False,0.0,107154.5246651421,107154.5246651421,1584.456060111057,6533.812479581836,0.012791513185343219,1.071351616144877
2019-07-10,16.700001,17.022499,16.6,16.885,16.451529,77054800,16.349823612844308,15.646344745353986,0.7034788674903218,0.5130189101873296,16.53988126841114,15.28559485621945,1.2542864121916892,1.1040917431500863,17.085540236933593,80.24604572015531,89.16584336542618,False,False,False,0.0,110323.42371773931,110323.42371773931,3168.899052597204,6533.812479581836,0.0,1.1030406066708491
2019-07-11,16.967501,17.075001,16.6775,16.84,16.407684,63924800,16.472367709633232,15.754858859412714,0.7175088502205185,0.5385801526914782,16.659928761046682,15.350361737210307,1.309567023836376,1.1725835033788494,17.502021325272185,75.26089940893965,69.23244152446097,False,False,False,0.0,110029.40215615812,110029.40215615812,-294.0215615811903,6533.812479581836,0.002665087355641171,1.100100391055037
2019-07-12,16.887501,17.127501,16.844999,17.122499,16.68293,44596400,16.634900532224925,15.879189781284285,0.75571075094064,0.5657214774726234,16.84495685662801,15.424200789826545,1.4207560668014647,1.2553076911863879,17.929205367671972,84.39165588071718,74.70732816653464,False,False,False,0.0,111875.19764782752,111875.19764782752,1845.7954916693998,6533.812479581836,0.0,1.1185583459717312
2019-07-15,17.24,17.297501,17.102501,17.2675,16.824209,36697200,16.793050399168692,16.00539980116753,0.7876505980011608,0.5934626175386906,17.013974113976804,15.501004923583771,1.512969190393033,1.3411948575886028,18.436030937657293,87.845515853978,96.1292104849629,False,False,False,0.0,112822.60699117933,112822.60699117933,947.4093433518137,6533.812479581836,0.0,1.1280324394052494
2019-07-16,17.2125,17.27,16.860001,17.022499,16.585499,55996000,16.850412549376518,16.097863364697755,0.7525491846787631,0.6133484384311996,17.017384068386082,15.564400510101114,1.4529835582849682,1.3784577578207247,18.66759540780759,56.28106115722195,65.25618702768134,False,False,False,0.0,111221.81639986932,111221.81639986932,-1600.7905913100112,6533.812479581836,0.01418856232807281,1.1120245334921492
2019-07-17,17.030001,17.1075,16.76,16.77,16.339481,46254000,16.83030941203239,16.158966695179778,0.6713427168526103,0.620597723233876,16.91843044103165,15.614633822180235,1.3037966188514147,1.3535707114976214,18.785676379420178,36.1826380173474,19.551592156862487,False,False,False,0.0,109572.03528258739,109572.03528258739,-1649.7811172819347,6533.812479581836,0.0288113508035325,1.09552672231933
2019-07-18,16.522499,16.915001,16.3575,16.842501,16.410122,67784000,16.83335730902429,16.221106177436162,0.6122511315881276,0.6195543992781574,16.88805866461899,15.66579495458939,1.2222637100295977,1.3098017110082802,18.501908404900508,44.68972917364773,33.31379215686236,False,False,False,0.0,110045.74322116954,110045.74322116954,473.7079385821562,6533.812479581836,0.024612653829448293,1.1002638017051514
2019-07-19,17.174999,17.174999,16.3925,16.434999,16.013081,70389600,16.733767731768218,16.24055097948742,0.493216752280798,0.6037621934034875,16.706834798771393,15.697845123148166,1.0089896756232264,1.2095310325465956,18.41642368922138,21.041568800765926,37.07340579817202,True,False,False,0.0,107383.201568115,107383.201568115,-2662.541653054548,6533.812479581836,0.04821201679455608,1.0736383851746059
2019-07-22,16.559999,16.932501,16.555,16.8225,16.390633,47753200,16.755950798826163,16.293455435897656,0.46249536292850735,0.5861038395941149,16.753100879262835,15.744705743016993,1.0083951362458414,1.1424857337796774,18.335009674288877,55.00396068126933,32.216079250023434,False,False,False,0.0,109915.06043776544,109915.06043776544,2531.858869650445,6533.812479581836,0.025770957000144572,1.0989569738711105
2019-07-23,17.102501,17.155001,16.76,17.147499,16.707289,58024800,16.85383784911962,16.37109575990696,0.4827420892126604,0.5731836207964331,16.9108601275577,15.803155462057951,1.1077046654997496,1.1308920443530348,18.41732924767559,70.80318327362491,76.85090782712737,False,False,False,0.0,112038.54295981704,112038.54295981704,2123.482522051607,6533.812479581836,0.006949529462863641,1.1201917990916266
2019-07-24,16.959999,17.512501,16.950001,17.512501,17.062923,54622400,17.018503636839718,16.474859872642693,0.5436437641970251,0.5694911387215071,17.15151647653462,15.874378192805537,1.2771382837290837,1.1796407908117177,18.738072207659904,81.65470443883667,99.37483437527615,False,False,False,0.0,114423.39758248939,114423.39758248939,2384.854622672341,6533.812479581836,0.0,1.1440403453183499
2019-07-25,17.334999,17.3375,16.91,17.012501,16.575758,75037600,17.017002977629787,16.523736338766085,0.4932666388637017,0.5599630762392814,17.095910285920773,15.92179997643864,1.174110309482133,1.1777972970351895,18.999295492913618,46.297465009268564,58.5062929356134,False,False,False,0.0,111156.49134269846,111156.49134269846,-3266.9062397909292,6533.812479581836,0.02855103334469484,1.1113712829204405
2019-07-26,17.325001,17.5975,17.305,17.5175,17.067793,55739200,17.14212723322234,16.61407848978735,0.5280487434349901,0.555973784638745,17.264546171552464,15.988287477420364,1.2762586941320997,1.2106177627341597,19.42209738530974,67.57108299844104,52.68811111743145,False,False,False,0.0,114456.0601110748,114456.0601110748,3299.568768376339,6533.812479581836,0.0,1.144366970604204
2019-07-29,17.49,17.49,17.0175,17.355,16.909462,56637600,17.195345424916756,16.681434990715772,0.5139104342009837,0.5507158658340249,17.30072770293148,16.04523383252785,1.2554938704036296,1.2255764652906496,19.501879485118256,56.7249526835309,73.27664576802503,False,False,False,0.0,113394.31558314276,113394.31558314276,-1061.7445279320382,6533.812479581836,0.009276437847866331,1.1337495253248837
2019-07-30,16.955,17.32,16.915001,17.122499,16.68293,55752000,17.177133818687565,16.72153171883252,0.45560209985504585,0.5388266450866525,17.22943622175889,16.090119881172523,1.1393163405863653,1.1968230903892214,19.465628609561325,42.19068302311927,47.13816331374753,False,False,False,0.0,111875.19764782752,111875.19764782752,-1519.1179353152402,6533.812479581836,0.022548936777507977,1.1185583459717312
2019-07-31,17.2575,17.2875,15.925,16.4,15.978979,98170400,16.982850364015675,16.692301562575018,0.2905488014406572,0.507791914630903,16.897661733055333,16.103031552790334,0.7946301802649991,1.0627587870144806,18.57837732000318,19.22717498048,35.06842533327524,True,False,False,0.0,107154.5246651421,107154.5246651421,-4720.672982685413,6533.812479581836,0.06379334950763514,1.071351616144877
2019-08-01,16.49,17.4,15.91,16.17,15.754884,149192400,16.779637773011757,16.644819602340927,0.13481817067082957,0.4611701966358938,16.6065970398332,16.105821904757402,0.5007751350757985,0.8754309030349199,17.746630668642393,15.26089384648674,25.74992182049986,True,False,False,0.0,105651.7477948383,105651.7477948383,-1502.7768703038018,6533.812479581836,0.07692307692307666,1.056323847441839
